order_id,product_id,quantity,unit_price,unit_cost,discount_pct,line_revenue
514337,1011,1,93.87,48.08,0.0,93.87
514337,1003,1,39.68,33.41,0.2,39.68
514338,1002,1,168.08,101.07,0.0,168.08
514339,1005,1,41.14,29.47,0.25,41.14
514340,1013,1,84.5,41.86,0.05,84.5
514340,1027,1,61.35,40.42,0.1,61.35
514341,1027,1,68.17,40.42,0.0,68.17
514341,1004,1,152.98,95.52,0.0,152.98
514341,1016,1,81.46,57.59,0.05,81.46
514342,1003,1,44.64,33.41,0.1,44.64
514342,1026,1,15.25,9.19,0.3,15.25
514343,1003,1,44.64,33.41,0.1,44.64
514343,1016,1,85.75,57.59,0.0,85.75
514344,1002,1,168.08,101.07,0.0,168.08
514345,1017,1,36.76,23.72,0.2,36.76
514346,1007,1,81.54,51.69,0.0,81.54
514346,1027,1,47.72,40.42,0.3,47.72
514347,1001,1,139.46,82.77,0.1,139.46
514347,1012,1,116.84,76.2,0.0,116.84
514348,1014,1,44.5,25.6,0.25,44.5
514349,1028,1,115.19,71.76,0.0,115.19
514350,1008,1,56.9,28.69,0.05,56.9
514351,1009,1,71.9,31.39,0.0,71.9
514351,1002,1,168.08,101.07,0.0,168.08
514351,1019,1,45.3,27.36,0.1,45.3
514352,1030,1,24.86,13.16,0.15,24.86
514352,1017,1,39.06,23.72,0.15,39.06
514352,1005,1,54.86,29.47,0.0,54.86
514353,1030,1,29.25,13.16,0.0,29.25
514353,1019,1,45.3,27.36,0.1,45.3
514353,1032,1,84.53,58.13,0.1,84.53
514354,1026,1,15.25,9.19,0.3,15.25
514355,1010,1,96.31,59.23,0.05,96.31
514355,1018,1,93.25,54.7,0.2,93.25
514355,1014,1,47.47,25.6,0.2,47.47
514356,1012,1,116.84,76.2,0.0,116.84
514356,1004,1,152.98,95.52,0.0,152.98
514357,1005,1,54.86,29.47,0.0,54.86
514357,1016,1,81.46,57.59,0.05,81.46
514358,1028,1,103.67,71.76,0.1,103.67
514358,1027,1,68.17,40.42,0.0,68.17
514359,1021,1,82.68,70.17,0.25,82.68
514359,1024,1,31.12,18.12,0.15,31.12
514360,1030,1,27.79,13.16,0.05,27.79
514360,1031,1,98.64,59.46,0.1,98.64
514360,1024,2,36.61,18.12,0.0,73.22
514361,1031,1,104.12,59.46,0.05,104.12
514361,1033,1,94.03,58.92,0.1,94.03
514362,1015,1,28.18,17.72,0.05,28.18
514362,1003,2,49.6,33.41,0.0,99.2
514362,1008,1,53.9,28.69,0.1,53.9
514363,1028,1,115.19,71.76,0.0,115.19
514364,1006,1,78.6,61.12,0.15,78.6
514365,1007,2,69.31,51.69,0.15,138.62
514366,1014,1,53.41,25.6,0.1,53.41
514367,1007,1,77.46,51.69,0.05,77.46
514367,1008,1,59.89,28.69,0.0,59.89
514368,1017,1,39.06,23.72,0.15,39.06
514368,1009,1,68.31,31.39,0.05,68.31
514368,1024,1,36.61,18.12,0.0,36.61
514369,1006,1,92.47,61.12,0.0,92.47
514370,1028,1,103.67,71.76,0.1,103.67
514370,1014,1,59.34,25.6,0.0,59.34
514370,1012,1,116.84,76.2,0.0,116.84
514371,1030,1,29.25,13.16,0.0,29.25
514371,1022,2,153.47,80.97,0.05,306.94
514371,1032,1,84.53,58.13,0.1,84.53
514372,1029,1,69.98,44.16,0.1,69.98
514373,1030,1,24.86,13.16,0.15,24.86
514374,1010,1,76.04,59.23,0.25,76.04
514374,1001,1,154.96,82.77,0.0,154.96
514374,1022,1,161.55,80.97,0.0,161.55
514375,1014,1,59.34,25.6,0.0,59.34
514376,1017,1,41.36,23.72,0.1,41.36
514377,1002,1,126.06,101.07,0.25,126.06
514378,1004,1,152.98,95.52,0.0,152.98
514379,1028,1,115.19,71.76,0.0,115.19
514380,1030,2,27.79,13.16,0.05,55.58
514381,1033,2,104.48,58.92,0.0,208.96
514381,1017,1,45.95,23.72,0.0,45.95
514382,1028,1,115.19,71.76,0.0,115.19
514383,1018,1,110.73,54.7,0.05,110.73
514383,1015,1,29.66,17.72,0.0,29.66
514383,1025,1,41.94,27.34,0.3,41.94
514384,1029,2,66.1,44.16,0.15,132.2
514385,1019,1,35.23,27.36,0.3,35.23
514386,1015,1,25.21,17.72,0.15,25.21
514387,1015,1,29.66,17.72,0.0,29.66
514387,1005,1,54.86,29.47,0.0,54.86
514387,1016,1,85.75,57.59,0.0,85.75
514388,1033,1,94.03,58.92,0.1,94.03
514389,1012,1,105.16,76.2,0.1,105.16
514389,1017,1,41.36,23.72,0.1,41.36
514390,1009,1,71.9,31.39,0.0,71.9
514390,1032,1,93.92,58.13,0.0,93.92
514391,1033,2,104.48,58.92,0.0,208.96
514391,1012,1,116.84,76.2,0.0,116.84
514391,1016,1,81.46,57.59,0.05,81.46
514392,1029,1,77.76,44.16,0.0,77.76
514392,1020,1,65.79,41.15,0.05,65.79
514393,1022,1,161.55,80.97,0.0,161.55
514394,1024,1,36.61,18.12,0.0,36.61
514394,1015,1,28.18,17.72,0.05,28.18
514394,1020,1,69.25,41.15,0.0,69.25
514395,1019,1,50.33,27.36,0.0,50.33
514396,1009,1,61.12,31.39,0.15,61.12
514396,1015,1,28.18,17.72,0.05,28.18
514397,1028,2,115.19,71.76,0.0,230.38
514398,1010,2,91.24,59.23,0.1,182.48
514399,1026,1,20.7,9.19,0.05,20.7
514400,1005,1,52.12,29.47,0.05,52.12
514400,1020,1,65.79,41.15,0.05,65.79
514401,1007,2,73.39,51.69,0.1,146.78
514402,1020,1,69.25,41.15,0.0,69.25
514402,1022,1,161.55,80.97,0.0,161.55
514403,1011,2,93.87,48.08,0.0,187.74
514403,1012,1,87.63,76.2,0.25,87.63
514403,1018,1,87.42,54.7,0.25,87.42
514404,1023,1,64.58,45.15,0.1,64.58
514404,1020,1,51.94,41.15,0.25,51.94
514405,1015,1,29.66,17.72,0.0,29.66
514405,1026,1,20.7,9.19,0.05,20.7
514405,1011,1,75.1,48.08,0.2,75.1
514406,1019,1,50.33,27.36,0.0,50.33
514407,1011,1,89.18,48.08,0.05,89.18
514407,1033,1,73.14,58.92,0.3,73.14
514408,1021,1,99.22,70.17,0.1,99.22
514409,1015,1,26.69,17.72,0.1,26.69
514410,1020,1,69.25,41.15,0.0,69.25
514411,1017,1,45.95,23.72,0.0,45.95
514411,1014,1,59.34,25.6,0.0,59.34
514412,1005,1,54.86,29.47,0.0,54.86
514412,1020,1,69.25,41.15,0.0,69.25
514412,1026,1,18.52,9.19,0.15,18.52
514412,1030,1,29.25,13.16,0.0,29.25
514413,1002,1,117.66,101.07,0.3,117.66
514413,1028,1,109.43,71.76,0.05,109.43
514414,1015,1,29.66,17.72,0.0,29.66
514414,1029,1,77.76,44.16,0.0,77.76
514415,1029,1,77.76,44.16,0.0,77.76
514416,1024,1,31.12,18.12,0.15,31.12
514417,1028,1,109.43,71.76,0.05,109.43
514417,1007,2,77.46,51.69,0.05,154.92
514418,1006,3,83.22,61.12,0.1,249.66
514419,1020,1,62.32,41.15,0.1,62.32
514419,1012,2,116.84,76.2,0.0,233.68
514420,1017,1,45.95,23.72,0.0,45.95
514420,1024,1,36.61,18.12,0.0,36.61
514421,1008,1,59.89,28.69,0.0,59.89
514422,1029,1,58.32,44.16,0.25,58.32
514423,1029,1,77.76,44.16,0.0,77.76
514424,1007,2,69.31,51.69,0.15,138.62
514425,1028,1,97.91,71.76,0.15,97.91
514425,1004,1,145.33,95.52,0.05,145.33
514426,1027,1,51.13,40.42,0.25,51.13
514427,1014,1,56.37,25.6,0.05,56.37
514428,1004,1,152.98,95.52,0.0,152.98
514429,1033,1,104.48,58.92,0.0,104.48
514429,1002,1,159.68,101.07,0.05,159.68
514430,1030,1,29.25,13.16,0.0,29.25
514431,1019,1,47.81,27.36,0.05,47.81
514431,1008,2,50.91,28.69,0.15,101.82
514432,1018,1,110.73,54.7,0.05,110.73
514433,1032,2,70.44,58.13,0.25,140.88
514433,1001,1,154.96,82.77,0.0,154.96
514434,1002,1,168.08,101.07,0.0,168.08
514434,1028,1,109.43,71.76,0.05,109.43
514435,1003,1,49.6,33.41,0.0,49.6
514435,1021,1,99.22,70.17,0.1,99.22
514435,1030,1,29.25,13.16,0.0,29.25
514436,1031,1,104.12,59.46,0.05,104.12
514436,1017,1,39.06,23.72,0.15,39.06
514437,1016,1,81.46,57.59,0.05,81.46
514438,1028,1,115.19,71.76,0.0,115.19
514439,1005,1,46.63,29.47,0.15,46.63
514439,1008,1,44.92,28.69,0.25,44.92
514439,1020,1,69.25,41.15,0.0,69.25
514440,1016,1,85.75,57.59,0.0,85.75
514440,1022,1,161.55,80.97,0.0,161.55
514440,1002,1,159.68,101.07,0.05,159.68
514441,1018,1,110.73,54.7,0.05,110.73
514442,1002,1,168.08,101.07,0.0,168.08
514442,1013,1,84.5,41.86,0.05,84.5
514443,1009,1,71.9,31.39,0.0,71.9
514444,1007,1,81.54,51.69,0.0,81.54
514444,1014,1,53.41,25.6,0.1,53.41
514445,1009,1,68.31,31.39,0.05,68.31
514445,1025,1,44.94,27.34,0.25,44.94
514446,1020,1,62.32,41.15,0.1,62.32
514447,1029,1,77.76,44.16,0.0,77.76
514448,1017,1,45.95,23.72,0.0,45.95
514448,1022,2,121.16,80.97,0.25,242.32
514448,1009,1,71.9,31.39,0.0,71.9
514449,1013,1,88.95,41.86,0.0,88.95
514450,1012,1,116.84,76.2,0.0,116.84
514451,1032,1,93.92,58.13,0.0,93.92
514451,1006,1,92.47,61.12,0.0,92.47
514451,1006,1,92.47,61.12,0.0,92.47
514452,1027,1,68.17,40.42,0.0,68.17
514452,1028,1,115.19,71.76,0.0,115.19
514452,1011,1,84.48,48.08,0.1,84.48
514453,1017,2,45.95,23.72,0.0,91.9
514453,1013,1,88.95,41.86,0.0,88.95
514453,1004,2,137.68,95.52,0.1,275.36
514453,1022,1,121.16,80.97,0.25,121.16
514454,1031,1,109.6,59.46,0.0,109.6
514455,1013,1,88.95,41.86,0.0,88.95
514455,1007,1,61.16,51.69,0.25,61.16
514456,1018,1,116.56,54.7,0.0,116.56
514457,1016,1,85.75,57.59,0.0,85.75
514458,1030,1,29.25,13.16,0.0,29.25
514458,1009,1,71.9,31.39,0.0,71.9
514459,1002,1,159.68,101.07,0.05,159.68
514460,1026,1,19.61,9.19,0.1,19.61
514460,1020,1,69.25,41.15,0.0,69.25
514460,1016,1,64.31,57.59,0.25,64.31
514461,1027,1,51.13,40.42,0.25,51.13
514462,1015,1,29.66,17.72,0.0,29.66
514462,1016,1,85.75,57.59,0.0,85.75
514462,1010,1,91.24,59.23,0.1,91.24
514462,1018,1,104.9,54.7,0.1,104.9
514463,1032,1,89.22,58.13,0.05,89.22
514464,1030,2,27.79,13.16,0.05,55.58
514465,1001,1,108.47,82.77,0.3,108.47
514465,1023,1,68.16,45.15,0.05,68.16
514466,1032,1,84.53,58.13,0.1,84.53
514467,1024,1,29.29,18.12,0.2,29.29
514468,1033,1,83.58,58.92,0.2,83.58
514469,1031,1,109.6,59.46,0.0,109.6
514469,1030,1,29.25,13.16,0.0,29.25
514470,1003,1,44.64,33.41,0.1,44.64
514471,1023,1,68.16,45.15,0.05,68.16
514471,1025,1,44.94,27.34,0.25,44.94
514471,1030,1,29.25,13.16,0.0,29.25
514472,1021,1,110.24,70.17,0.0,110.24
514473,1013,2,88.95,41.86,0.0,177.9
514473,1003,1,39.68,33.41,0.2,39.68
514474,1014,2,59.34,25.6,0.0,118.68
514475,1014,1,53.41,25.6,0.1,53.41
514476,1004,1,137.68,95.52,0.1,137.68
514476,1017,1,45.95,23.72,0.0,45.95
514477,1003,1,49.6,33.41,0.0,49.6
514478,1030,1,27.79,13.16,0.05,27.79
514478,1004,1,122.38,95.52,0.2,122.38
514479,1020,1,62.32,41.15,0.1,62.32
514480,1016,1,72.89,57.59,0.15,72.89
514480,1010,1,101.38,59.23,0.0,101.38
514481,1032,2,65.74,58.13,0.3,131.48
514482,1009,1,64.71,31.39,0.1,64.71
514483,1002,1,168.08,101.07,0.0,168.08
514484,1014,1,59.34,25.6,0.0,59.34
514484,1027,1,57.94,40.42,0.15,57.94
514485,1028,3,115.19,71.76,0.0,345.57
514486,1033,1,78.36,58.92,0.25,78.36
514487,1018,1,110.73,54.7,0.05,110.73
514487,1012,1,111.0,76.2,0.05,111.0
514488,1025,1,56.92,27.34,0.05,56.92
514489,1024,1,32.95,18.12,0.1,32.95
514490,1007,1,81.54,51.69,0.0,81.54
514490,1029,1,66.1,44.16,0.15,66.1
514491,1006,1,92.47,61.12,0.0,92.47
514491,1005,1,49.37,29.47,0.1,49.37
514491,1025,2,56.92,27.34,0.05,113.84
514492,1023,1,53.81,45.15,0.25,53.81
514493,1033,1,104.48,58.92,0.0,104.48
514494,1025,1,59.92,27.34,0.0,59.92
514494,1033,1,99.26,58.92,0.05,99.26
514495,1031,1,98.64,59.46,0.1,98.64
514496,1022,2,153.47,80.97,0.05,306.94
514496,1012,1,116.84,76.2,0.0,116.84
514496,1018,1,110.73,54.7,0.05,110.73
514496,1031,1,87.68,59.46,0.2,87.68
514497,1005,1,54.86,29.47,0.0,54.86
514497,1008,1,59.89,28.69,0.0,59.89
514498,1008,1,47.91,28.69,0.2,47.91
514499,1024,2,36.61,18.12,0.0,73.22
514500,1007,1,77.46,51.69,0.05,77.46
514500,1030,1,26.32,13.16,0.1,26.32
514501,1019,1,42.78,27.36,0.15,42.78
514501,1022,1,137.32,80.97,0.15,137.32
514502,1009,1,71.9,31.39,0.0,71.9
514502,1013,1,71.16,41.86,0.2,71.16
514502,1029,1,69.98,44.16,0.1,69.98
514502,1009,1,71.9,31.39,0.0,71.9
514503,1029,1,77.76,44.16,0.0,77.76
514503,1016,1,85.75,57.59,0.0,85.75
514504,1019,1,47.81,27.36,0.05,47.81
514505,1026,1,20.7,9.19,0.05,20.7
514505,1013,1,88.95,41.86,0.0,88.95
514506,1017,1,34.46,23.72,0.25,34.46
514506,1026,1,18.52,9.19,0.15,18.52
514506,1008,1,56.9,28.69,0.05,56.9
514507,1030,1,27.79,13.16,0.05,27.79
514507,1018,1,116.56,54.7,0.0,116.56
514508,1016,1,81.46,57.59,0.05,81.46
514508,1016,3,81.46,57.59,0.05,244.38
514509,1019,1,50.33,27.36,0.0,50.33
514509,1005,1,49.37,29.47,0.1,49.37
514510,1009,1,71.9,31.39,0.0,71.9
514511,1020,1,58.86,41.15,0.15,58.86
514512,1007,1,61.16,51.69,0.25,61.16
514512,1032,1,79.83,58.13,0.15,79.83
514513,1008,1,59.89,28.69,0.0,59.89
514513,1014,1,59.34,25.6,0.0,59.34
514514,1001,1,154.96,82.77,0.0,154.96
514514,1013,1,84.5,41.86,0.05,84.5
514515,1030,1,21.94,13.16,0.25,21.94
514516,1009,1,61.12,31.39,0.15,61.12
514517,1020,1,65.79,41.15,0.05,65.79
514517,1009,2,71.9,31.39,0.0,143.8
514517,1017,1,39.06,23.72,0.15,39.06
514518,1029,1,69.98,44.16,0.1,69.98
514518,1024,1,34.78,18.12,0.05,34.78
514518,1025,1,59.92,27.34,0.0,59.92
514518,1024,1,36.61,18.12,0.0,36.61
514519,1018,1,116.56,54.7,0.0,116.56
514520,1018,1,116.56,54.7,0.0,116.56
514521,1011,1,84.48,48.08,0.1,84.48
514521,1022,1,161.55,80.97,0.0,161.55
514522,1020,2,69.25,41.15,0.0,138.5
514522,1024,1,36.61,18.12,0.0,36.61
514523,1006,1,92.47,61.12,0.0,92.47
514524,1003,1,49.6,33.41,0.0,49.6
514524,1013,1,88.95,41.86,0.0,88.95
514525,1015,1,20.76,17.72,0.3,20.76
514526,1030,1,26.32,13.16,0.1,26.32
514526,1020,1,58.86,41.15,0.15,58.86
514527,1023,2,64.58,45.15,0.1,129.16
514527,1018,1,99.08,54.7,0.15,99.08
514527,1013,1,75.61,41.86,0.15,75.61
514528,1006,1,92.47,61.12,0.0,92.47
514528,1005,1,52.12,29.47,0.05,52.12
514529,1013,1,88.95,41.86,0.0,88.95
514529,1011,1,89.18,48.08,0.05,89.18
514529,1023,1,71.75,45.15,0.0,71.75
514530,1004,1,152.98,95.52,0.0,152.98
514530,1007,1,81.54,51.69,0.0,81.54
514531,1010,1,101.38,59.23,0.0,101.38
514532,1025,1,50.93,27.34,0.15,50.93
514532,1008,2,59.89,28.69,0.0,119.78
514533,1015,1,26.69,17.72,0.1,26.69
514533,1023,1,68.16,45.15,0.05,68.16
514534,1004,1,152.98,95.52,0.0,152.98
514534,1007,1,73.39,51.69,0.1,73.39
514534,1014,1,47.47,25.6,0.2,47.47
514535,1013,2,84.5,41.86,0.05,169.0
514535,1003,1,42.16,33.41,0.15,42.16
514535,1026,1,20.7,9.19,0.05,20.7
514536,1026,1,21.79,9.19,0.0,21.79
514537,1018,1,93.25,54.7,0.2,93.25
514538,1012,2,111.0,76.2,0.05,222.0
514538,1004,1,122.38,95.52,0.2,122.38
514539,1029,1,66.1,44.16,0.15,66.1
514540,1018,1,104.9,54.7,0.1,104.9
514541,1028,2,109.43,71.76,0.05,218.86
514542,1023,1,71.75,45.15,0.0,71.75
514543,1024,1,29.29,18.12,0.2,29.29
514544,1010,2,96.31,59.23,0.05,192.62
514544,1013,1,80.06,41.86,0.1,80.06
514545,1026,1,17.43,9.19,0.2,17.43
514546,1002,1,142.87,101.07,0.15,142.87
514547,1012,1,99.31,76.2,0.15,99.31
514547,1023,1,71.75,45.15,0.0,71.75
514548,1028,1,97.91,71.76,0.15,97.91
514549,1022,3,153.47,80.97,0.05,460.41
514549,1031,1,104.12,59.46,0.05,104.12
514550,1015,1,26.69,17.72,0.1,26.69
514551,1031,1,109.6,59.46,0.0,109.6
514551,1030,2,29.25,13.16,0.0,58.5
514552,1031,1,109.6,59.46,0.0,109.6
514552,1025,2,59.92,27.34,0.0,119.84
514552,1004,1,145.33,95.52,0.05,145.33
514553,1003,1,42.16,33.41,0.15,42.16
514553,1021,1,110.24,70.17,0.0,110.24
514554,1003,1,37.2,33.41,0.25,37.2
514554,1032,1,93.92,58.13,0.0,93.92
514555,1008,2,59.89,28.69,0.0,119.78
514556,1006,1,69.35,61.12,0.25,69.35
514557,1026,1,20.7,9.19,0.05,20.7
514558,1022,1,137.32,80.97,0.15,137.32
514558,1013,1,80.06,41.86,0.1,80.06
514559,1015,1,28.18,17.72,0.05,28.18
514560,1012,1,116.84,76.2,0.0,116.84
514560,1017,1,41.36,23.72,0.1,41.36
514560,1028,1,109.43,71.76,0.05,109.43
514560,1030,1,27.79,13.16,0.05,27.79
514561,1018,1,110.73,54.7,0.05,110.73
514562,1023,1,57.4,45.15,0.2,57.4
514562,1014,1,44.5,25.6,0.25,44.5
514563,1020,1,55.4,41.15,0.2,55.4
514563,1024,1,34.78,18.12,0.05,34.78
514563,1006,1,83.22,61.12,0.1,83.22
514564,1013,1,88.95,41.86,0.0,88.95
514564,1004,1,130.03,95.52,0.15,130.03
514564,1033,1,99.26,58.92,0.05,99.26
514565,1017,1,43.65,23.72,0.05,43.65
514566,1016,1,81.46,57.59,0.05,81.46
514566,1002,1,151.27,101.07,0.1,151.27
514566,1003,2,39.68,33.41,0.2,79.36
514567,1014,1,59.34,25.6,0.0,59.34
514568,1033,1,78.36,58.92,0.25,78.36
514568,1013,1,84.5,41.86,0.05,84.5
514568,1003,2,47.12,33.41,0.05,94.24
514568,1009,1,71.9,31.39,0.0,71.9
514569,1027,1,54.54,40.42,0.2,54.54
514569,1014,1,59.34,25.6,0.0,59.34
514570,1028,1,109.43,71.76,0.05,109.43
514571,1015,1,29.66,17.72,0.0,29.66
514572,1032,1,93.92,58.13,0.0,93.92
514572,1019,1,50.33,27.36,0.0,50.33
514572,1030,1,29.25,13.16,0.0,29.25
514573,1013,1,88.95,41.86,0.0,88.95
514574,1013,1,88.95,41.86,0.0,88.95
514575,1010,1,86.17,59.23,0.15,86.17
514576,1024,1,31.12,18.12,0.15,31.12
514577,1020,1,62.32,41.15,0.1,62.32
514577,1002,1,168.08,101.07,0.0,168.08
514578,1018,1,104.9,54.7,0.1,104.9
514579,1022,1,137.32,80.97,0.15,137.32
514579,1029,1,77.76,44.16,0.0,77.76
514580,1019,1,50.33,27.36,0.0,50.33
514581,1002,1,142.87,101.07,0.15,142.87
514582,1031,1,109.6,59.46,0.0,109.6
514583,1011,1,89.18,48.08,0.05,89.18
514584,1030,1,29.25,13.16,0.0,29.25
514584,1001,1,147.21,82.77,0.05,147.21
514585,1021,1,99.22,70.17,0.1,99.22
514586,1031,1,98.64,59.46,0.1,98.64
514587,1008,1,56.9,28.69,0.05,56.9
514588,1017,1,45.95,23.72,0.0,45.95
514588,1031,1,109.6,59.46,0.0,109.6
514589,1015,1,26.69,17.72,0.1,26.69
514589,1021,1,82.68,70.17,0.25,82.68
514590,1025,2,56.92,27.34,0.05,113.84
514590,1002,1,168.08,101.07,0.0,168.08
514591,1001,2,147.21,82.77,0.05,294.42
514592,1013,1,62.26,41.86,0.3,62.26
514592,1018,2,99.08,54.7,0.15,198.16
514593,1022,1,161.55,80.97,0.0,161.55
514593,1014,1,53.41,25.6,0.1,53.41
514593,1003,2,42.16,33.41,0.15,84.32
514594,1026,1,18.52,9.19,0.15,18.52
514595,1009,1,53.92,31.39,0.25,53.92
514596,1005,2,46.63,29.47,0.15,93.26
514596,1011,1,93.87,48.08,0.0,93.87
514597,1010,1,101.38,59.23,0.0,101.38
514597,1020,1,69.25,41.15,0.0,69.25
514598,1009,2,71.9,31.39,0.0,143.8
514598,1030,1,24.86,13.16,0.15,24.86
514599,1024,1,31.12,18.12,0.15,31.12
514600,1015,1,29.66,17.72,0.0,29.66
514601,1012,1,105.16,76.2,0.1,105.16
514602,1003,1,49.6,33.41,0.0,49.6
514603,1005,1,46.63,29.47,0.15,46.63
514604,1012,1,116.84,76.2,0.0,116.84
514604,1002,1,168.08,101.07,0.0,168.08
514604,1033,1,104.48,58.92,0.0,104.48
514605,1018,1,87.42,54.7,0.25,87.42
514605,1015,1,29.66,17.72,0.0,29.66
514605,1012,1,111.0,76.2,0.05,111.0
514606,1015,1,29.66,17.72,0.0,29.66
514607,1004,1,145.33,95.52,0.05,145.33
514608,1003,1,34.72,33.41,0.3,34.72
514609,1017,2,45.95,23.72,0.0,91.9
514610,1023,2,64.58,45.15,0.1,129.16
514611,1006,1,87.85,61.12,0.05,87.85
514611,1012,2,111.0,76.2,0.05,222.0
514612,1009,1,68.31,31.39,0.05,68.31
514612,1002,1,159.68,101.07,0.05,159.68
514613,1010,1,101.38,59.23,0.0,101.38
514614,1033,1,104.48,58.92,0.0,104.48
514614,1026,1,21.79,9.19,0.0,21.79
514615,1010,2,86.17,59.23,0.15,172.34
514615,1004,1,152.98,95.52,0.0,152.98
514615,1003,1,47.12,33.41,0.05,47.12
514616,1018,3,99.08,54.7,0.15,297.24
514617,1030,1,29.25,13.16,0.0,29.25
514618,1026,1,20.7,9.19,0.05,20.7
514619,1006,1,64.73,61.12,0.3,64.73
514620,1005,1,54.86,29.47,0.0,54.86
514621,1024,1,36.61,18.12,0.0,36.61
514622,1011,1,65.71,48.08,0.3,65.71
514622,1010,1,101.38,59.23,0.0,101.38
514623,1015,1,25.21,17.72,0.15,25.21
514624,1032,1,79.83,58.13,0.15,79.83
514625,1018,1,116.56,54.7,0.0,116.56
514626,1024,1,32.95,18.12,0.1,32.95
514627,1021,2,99.22,70.17,0.1,198.44
514628,1008,1,56.9,28.69,0.05,56.9
514629,1025,1,56.92,27.34,0.05,56.92
514629,1010,1,76.04,59.23,0.25,76.04
514630,1001,1,147.21,82.77,0.05,147.21
514630,1024,1,36.61,18.12,0.0,36.61
514631,1025,1,53.93,27.34,0.1,53.93
514632,1014,1,50.44,25.6,0.15,50.44
514632,1018,2,104.9,54.7,0.1,209.8
514633,1012,1,116.84,76.2,0.0,116.84
514634,1027,2,61.35,40.42,0.1,122.7
514634,1005,1,46.63,29.47,0.15,46.63
514635,1023,1,71.75,45.15,0.0,71.75
514635,1020,2,69.25,41.15,0.0,138.5
514635,1006,1,69.35,61.12,0.25,69.35
514636,1007,1,81.54,51.69,0.0,81.54
514636,1006,1,92.47,61.12,0.0,92.47
514636,1022,1,153.47,80.97,0.05,153.47
514637,1016,1,64.31,57.59,0.25,64.31
514637,1016,1,81.46,57.59,0.05,81.46
514637,1033,1,104.48,58.92,0.0,104.48
514637,1018,1,116.56,54.7,0.0,116.56
514638,1009,1,71.9,31.39,0.0,71.9
514638,1027,1,68.17,40.42,0.0,68.17
514639,1019,1,50.33,27.36,0.0,50.33
514639,1014,1,53.41,25.6,0.1,53.41
514640,1023,1,71.75,45.15,0.0,71.75
514640,1020,1,51.94,41.15,0.25,51.94
514641,1001,1,139.46,82.77,0.1,139.46
514641,1021,1,104.73,70.17,0.05,104.73
514641,1002,1,134.46,101.07,0.2,134.46
514642,1017,1,43.65,23.72,0.05,43.65
514642,1031,1,109.6,59.46,0.0,109.6
514642,1026,1,20.7,9.19,0.05,20.7
514643,1026,1,17.43,9.19,0.2,17.43
514643,1021,1,93.7,70.17,0.15,93.7
514644,1002,1,159.68,101.07,0.05,159.68
514645,1010,1,96.31,59.23,0.05,96.31
514645,1017,1,43.65,23.72,0.05,43.65
514646,1017,1,43.65,23.72,0.05,43.65
514647,1027,1,51.13,40.42,0.25,51.13
514647,1023,1,60.99,45.15,0.15,60.99
514648,1022,2,153.47,80.97,0.05,306.94
514648,1005,1,38.4,29.47,0.3,38.4
514649,1002,1,151.27,101.07,0.1,151.27
514650,1017,1,45.95,23.72,0.0,45.95
514651,1022,1,161.55,80.97,0.0,161.55
514652,1018,1,99.08,54.7,0.15,99.08
514652,1002,1,142.87,101.07,0.15,142.87
514652,1030,1,29.25,13.16,0.0,29.25
514653,1033,1,104.48,58.92,0.0,104.48
514654,1015,1,29.66,17.72,0.0,29.66
514654,1011,1,93.87,48.08,0.0,93.87
514655,1014,1,59.34,25.6,0.0,59.34
514655,1029,1,77.76,44.16,0.0,77.76
514656,1004,1,145.33,95.52,0.05,145.33
514657,1027,1,68.17,40.42,0.0,68.17
514657,1022,1,161.55,80.97,0.0,161.55
514658,1014,1,47.47,25.6,0.2,47.47
514658,1025,1,53.93,27.34,0.1,53.93
514658,1025,1,59.92,27.34,0.0,59.92
514659,1013,1,84.5,41.86,0.05,84.5
514659,1010,1,101.38,59.23,0.0,101.38
514659,1031,1,109.6,59.46,0.0,109.6
514660,1011,1,75.1,48.08,0.2,75.1
514661,1009,1,68.31,31.39,0.05,68.31
514662,1015,2,25.21,17.72,0.15,50.42
514663,1028,3,115.19,71.76,0.0,345.57
514663,1004,1,152.98,95.52,0.0,152.98
514664,1011,1,89.18,48.08,0.05,89.18
514664,1004,1,152.98,95.52,0.0,152.98
514665,1002,1,134.46,101.07,0.2,134.46
514665,1032,1,84.53,58.13,0.1,84.53
514666,1021,1,110.24,70.17,0.0,110.24
514666,1011,1,93.87,48.08,0.0,93.87
514667,1018,1,116.56,54.7,0.0,116.56
514667,1033,1,104.48,58.92,0.0,104.48
514668,1007,1,81.54,51.69,0.0,81.54
514668,1008,1,59.89,28.69,0.0,59.89
514669,1025,1,56.92,27.34,0.05,56.92
514670,1012,1,116.84,76.2,0.0,116.84
514671,1005,1,46.63,29.47,0.15,46.63
514672,1022,1,161.55,80.97,0.0,161.55
514673,1030,1,26.32,13.16,0.1,26.32
514674,1026,1,20.7,9.19,0.05,20.7
514675,1010,1,91.24,59.23,0.1,91.24
514675,1011,1,89.18,48.08,0.05,89.18
514676,1019,2,37.75,27.36,0.25,75.5
514677,1001,1,154.96,82.77,0.0,154.96
514677,1017,1,45.95,23.72,0.0,45.95
514677,1021,1,104.73,70.17,0.05,104.73
514678,1029,1,62.21,44.16,0.2,62.21
514678,1023,1,60.99,45.15,0.15,60.99
514679,1003,1,49.6,33.41,0.0,49.6
