customer_id,signup_date,age,region,acquisition_channel,loyalty_tier
3918,2024-12-16,31.0,East of England,Paid Search,Standard
3919,2025-10-21,30.0,London,Paid Search,Gold
3920,2024-06-17,19.0,South West,Organic Search,Standard
3921,2024-04-11,25.0,Yorkshire,Email,Silver
3922,2025-03-25,27.0,yorkshire,Social,Standard
3923,2024-08-17,22.0,Yorkshire,Organic Search,Gold
3924,2024-12-01,39.0,London,Email,Silver
3925,2024-11-22,47.0,South West,Organic Search,Standard
3926,2024-07-07,24.0,West Midlands,Direct,Standard
3927,2025-12-14,37.0,East of England,Email,Gold
3928,2024-09-30,23.0,Scotland,Organic Search,Gold
3929,2025-04-24,31.0,South East,Direct,Silver
3930,2024-04-24,26.0,London,Organic Search,Silver
3931,2025-12-09,41.0,South East,Organic Search,Standard
3932,2025-12-06,27.0,East of England,Paid Search,Standard
3933,2024-02-19,45.0,South East,Organic Search,Standard
3934,2025-04-04,31.0,South East,Affiliate,Standard
3935,2025-03-01,27.0,South East,Direct,Standard
3936,2024-05-04,20.0,South West,Affiliate,Standard
3937,2025-07-04,37.0,North West,Paid Search,Standard
3938,2025-06-30,44.0,London,Paid Search,Standard
3939,2025-08-26,37.0,Yorkshire,Paid Search,Standard
3940,2025-03-06,59.0,West Midlands,Organic Search,Silver
3941,2025-05-20,50.0,London,Direct,Silver
3942,2025-05-31,31.0,London,Paid Search,Standard
3943,2025-07-02,31.0,London,Paid Search,Standard
3944,2025-02-21,39.0,London,Email,Gold
3945,2025-06-16,25.0,West Midlands,Social,Standard
3946,2024-02-13,47.0,Wales,Direct,Standard
3947,2025-03-17,38.0,London,Direct,SILVER
3948,2024-05-25,37.0,South East,Paid Search,Silver
3949,2024-10-18,42.0,Yorkshire,Direct,Silver
3950,2025-07-03,53.0,East of England,Direct,Standard
3951,2024-03-22,36.0,South West,Affiliate,Silver
3952,2025-06-23,33.0,South West,Direct,Standard
3953,2024-07-04,51.0,London,Social,Standard
3954,2025-06-23,45.0,london,Organic Search,Standard
3955,2025-07-02,30.0,Scotland,Affiliate,Standard
3956,2024-01-11,34.0,West Midlands,Paid Search,Standard
3957,2024-06-16,36.0,South East,Direct,Standard
3958,2025-07-29,38.0,Wales,Social,Standard
3959,2024-09-01,19.0,South East,Social,Gold
3960,2024-11-09,18.0,London,Affiliate,Standard
3961,2024-01-12,24.0,Scotland,Paid Search,Standard
3962,2025-05-10,23.0,West Midlands,Organic Search,Standard
3963,2024-03-07,27.0,North West,Affiliate,Silver
3964,2024-07-13,41.0,London,Paid Search,Gold
3965,2024-12-06,32.0,South East,Affiliate,Standard
3966,2025-07-04,36.0,Wales,Direct,Silver
3967,2024-12-22,21.0,London,Paid Search,Standard
3968,2025-12-03,29.0,North East,Email,Standard
3969,2025-01-08,40.0,North West,Organic Search,Silver
3970,2024-06-30,41.0,south east,Affiliate,Standard
3971,2024-05-16,26.0,North East,Social,Standard
3972,2025-07-14,36.0,Wales,Paid Search,Standard
3973,2024-11-24,58.0,Yorkshire,Direct,Standard
3974,2025-03-08,34.0,South West,Paid Search,Standard
3975,2024-09-21,26.0,East of England,Affiliate,Standard
3976,2024-07-14,32.0,South East,Paid Search,Gold
3977,2025-03-04,35.0,London,Direct,Standard
3978,2024-07-29,32.0,North East,Email,Standard
3979,2025-12-15,34.0,Scotland,Email,Silver
3980,2025-06-07,18.0,London,Organic Search,Standard
3981,2025-08-09,23.0,North West,Email,Standard
3982,2024-07-22,32.0,Wales,Social,Silver
3983,2024-01-21,32.0,West Midlands,Email,Standard
3984,2024-02-04,28.0,London,Direct,Standard
3985,2025-09-06,32.0,London,Email,Standard
3986,2025-09-16,35.0,East of England,Social,Standard
3987,2025-04-30,44.0,Wales,Affiliate,Standard
3988,2025-02-25,33.0,South East,Email,Standard
3989,2024-05-29,38.0,South East,Affiliate,Silver
3990,2025-06-26,28.0,Yorkshire,Direct,Silver
3991,2025-01-04,40.0,Yorkshire,Organic Search,Standard
3992,2025-03-07,38.0,Wales,Social,Silver
3993,2024-01-18,44.0,Yorkshire,Organic Search,Standard
3994,2025-01-04,42.0,West Midlands,Email,Standard
3995,2025-05-10,40.0,Wales,Paid Search,Standard
3996,2025-07-04,33.0,West Midlands,Email,Silver
3997,2024-04-14,37.0,West Midlands,Organic Search,Standard
3998,2024-01-23,46.0,London,Email,Standard
3999,2025-09-03,27.0,South West,Organic Search,Standard
4000,2024-08-10,27.0,London,Paid Search,Standard
4001,2024-12-04,36.0,North East,Social,Standard
4002,2025-03-24,39.0,London,Email,Standard
4003,2024-12-17,25.0,South East,Social,Standard
4004,2025-11-05,33.0,Scotland,Email,Standard
4005,2025-08-25,33.0,Yorkshire,Organic Search,Standard
4006,2024-10-08,18.0,North West,Email,Gold
4007,2024-05-16,32.0,North West,Paid Search,Standard
4008,2025-11-28,32.0,London,Organic Search,Standard
4009,2025-05-21,32.0,South East,Affiliate,Gold
4010,2025-06-24,50.0,Yorkshire,Direct,Standard
4011,2024-11-27,21.0,North East,Organic Search,Standard
4012,2024-12-12,25.0,South East,Organic Search,Standard
4013,2024-05-09,18.0,South East,Affiliate,Silver
4014,2024-11-02,29.0,London,Direct,Standard
4015,2025-01-22,30.0,East of England,Paid Search,Standard
4016,2024-04-02,28.0,South East,Affiliate,Standard
4017,2025-03-30,46.0,London,Organic Search,Standard
4018,2025-03-15,43.0,South East,Organic Search,Standard
4019,2025-08-24,35.0,East of England,Organic Search,Silver
4020,2024-02-07,30.0,West Midlands,Email,STANDARD
4021,2024-06-10,45.0,South East,Social,Standard
4022,2024-11-02,34.0,South East,Email,Standard
4023,2025-09-21,25.0,South East,Organic Search,Standard
4024,2024-06-18,18.0,West Midlands,Organic Search,Standard
4025,2025-11-26,29.0,South East,Social,Standard
4026,2025-11-14,42.0,Wales,Social,Standard
4027,2024-03-08,59.0,South East,Paid Search,Silver
4028,2024-09-16,35.0,Yorkshire,Email,Standard
4029,2024-07-04,26.0,South East,Paid Search,Silver
4030,2024-12-15,21.0,West Midlands,Affiliate,Gold
4031,2025-10-22,40.0,North West,Affiliate,Standard
4032,2024-09-25,18.0,London,Paid Search,Standard
4033,2025-04-19,40.0,South East,Direct,Silver
4034,2024-04-08,43.0,London,Social,Standard
4035,2025-02-11,39.0,East of England,Social,Silver
4036,2024-09-09,32.0,North East,Email,Standard
4037,2025-10-18,40.0,West Midlands,Direct,Silver
4038,2025-07-10,36.0,North West,Organic Search,Standard
4039,2024-06-02,25.0,South East,Organic Search,Standard
4040,2025-03-20,54.0,South West,Affiliate,Silver
4041,2024-09-01,30.0,North West,Paid Search,Standard
4042,2024-11-08,43.0,London,Affiliate,Gold
4043,2024-11-26,18.0,London,Paid Search,Silver
4044,2025-08-09,48.0,London,Direct,Standard
4045,2024-07-26,50.0,London,Organic Search,Silver
4046,2024-01-03,34.0,Scotland,Direct,Silver
4047,2024-05-17,40.0,London,Affiliate,Standard
4048,2025-08-14,40.0,London,Direct,Silver
4049,2024-07-31,27.0,London,Organic Search,Standard
4050,2024-02-12,40.0,London,Paid Search,Standard
4051,2024-10-13,25.0,South East,Organic Search,Standard
4052,2025-09-14,27.0,London,Affiliate,Silver
4053,2025-09-16,,London,Paid Search,Standard
4054,2025-11-08,45.0,London,Social,Standard
4055,2025-05-03,26.0,North West,Organic Search,Silver
4056,2025-08-08,26.0,East of England,Email,Silver
4057,2025-07-06,27.0,North West,Email,Standard
4058,2024-01-15,42.0,London,Organic Search,Silver
4059,2024-10-25,23.0,South East,Email,Standard
4060,2025-01-11,38.0,Scotland,Organic Search,Gold
4061,2024-11-27,42.0,London,Direct,Standard
4062,2025-08-15,33.0,South West,Direct,Standard
4063,2025-12-03,45.0,South East,Organic Search,Standard
4064,2025-01-24,31.0,London,Paid Search,Standard
4065,2024-03-09,32.0,east of england,Social,Standard
4066,2024-09-14,23.0,,Affiliate,Silver
4067,2024-05-21,45.0,South East,Direct,Silver
4068,2024-12-02,26.0,South West,Paid Search,Standard
4069,2024-06-16,38.0,South East,Social,Gold
4070,2024-02-27,33.0,South West,Organic Search,Silver
4071,2024-05-02,22.0,Yorkshire,Paid Search,Standard
4072,2024-12-20,27.0,North West,Direct,Standard
4073,2024-04-11,49.0,South East,Direct,Standard
4074,2024-01-20,36.0,London,Paid Search,Standard
4075,2024-07-19,23.0,North West,Organic Search,Standard
4076,2025-04-05,37.0,London,Social,Standard
4077,2025-03-26,32.0,North East,Paid Search,Gold
4078,2024-10-06,72.0,Yorkshire,Email,Silver
4079,2025-04-19,37.0,South East,Email,Standard
4080,2024-05-16,30.0,Yorkshire,Email,Silver
4081,2025-05-31,50.0,London,Paid Search,Standard
4082,2024-01-13,18.0,London,Social,Gold
4083,2024-04-06,35.0,scotland,Email,Standard
4084,2025-10-21,56.0,North West,Email,Standard
4085,2024-11-30,33.0,South West,Email,Gold
4086,2025-02-01,18.0,Yorkshire,Direct,Standard
4087,2024-10-11,30.0,London,Paid Search,Standard
4088,2025-04-07,50.0,North West,Organic Search,Standard
4089,2025-06-18,38.0,Scotland,Organic Search,Standard
4090,2025-07-11,25.0,Yorkshire,Email,Standard
4091,2024-06-27,26.0,South West,Paid Search,Gold
4092,2025-03-24,28.0,South East,Social,Standard
4093,2025-07-14,38.0,North East,Organic Search,Silver
4094,2024-10-22,49.0,South East,Direct,Standard
4095,2024-09-30,46.0,Wales,Social,Standard
4096,2025-03-24,39.0,South East,Organic Search,Standard
4097,2025-02-14,19.0,London,Paid Search,Silver
4098,2024-06-29,19.0,London,Paid Search,Standard
4099,2025-11-15,40.0,East of England,Direct,Standard
4100,2025-02-05,19.0,London,Direct,Standard
4101,2025-02-07,32.0,South East,Affiliate,Standard
4102,2024-05-26,37.0,North East,Paid Search,Standard
4103,2025-04-27,21.0,London,Direct,Standard
4104,2025-10-17,23.0,West Midlands,Paid Search,Standard
4105,2025-06-03,,South West,Email,Gold
4106,2024-12-30,40.0,West Midlands,Social,Standard
4107,2025-03-31,46.0,South West,Paid Search,Standard
4108,2024-06-16,41.0,North East,Organic Search,Standard
4109,2024-02-13,35.0,South West,Organic Search,Standard
4110,2025-04-02,26.0,East of England,Affiliate,Standard
4111,2024-05-09,22.0,London,Email,Standard
4112,2024-03-05,28.0,East of England,Direct,Silver
4113,2025-07-08,39.0,London,Email,STANDARD
4114,2024-11-06,38.0,East of England,Organic Search,Silver
4115,2025-09-02,18.0,South West,Organic Search,Standard
4116,2025-09-11,25.0,North West,Email,Gold
4117,2024-03-28,47.0,South West,Paid Search,Standard
4118,2025-07-03,35.0,West Midlands,Paid Search,Gold
4119,2024-08-27,18.0,London,Paid Search,Standard
4120,2025-05-17,60.0,North West,Email,Standard
4121,2024-02-01,34.0,Scotland,Email,Standard
4122,2024-12-02,38.0,South West,Organic Search,Silver
4123,2025-03-25,38.0,London,Direct,Standard
4124,2024-11-15,30.0,West Midlands,Direct,Standard
4125,2025-01-29,26.0,London,Affiliate,Gold
4126,2024-01-09,57.0,South West,Organic Search,Standard
4127,2024-01-06,45.0,London,Affiliate,Standard
4128,2025-03-05,43.0,South West,Social,Standard
4129,2024-10-24,40.0,North East,Organic Search,Standard
4130,2025-02-16,23.0,London,Email,Standard
4131,2024-09-14,48.0,East of England,Direct,Standard
4132,2024-01-04,25.0,South East,Paid Search,Standard
4133,2025-05-15,37.0,South East,Organic Search,Standard
4134,2024-04-07,18.0,West Midlands,Organic Search,Standard
4135,2025-07-15,18.0,North West,Social,Standard
4136,2024-01-09,38.0,North East,Affiliate,Standard
4137,2025-10-26,25.0,South East,Organic Search,Standard
4138,2024-06-30,18.0,London,Organic Search,Standard
4139,2025-09-30,40.0,South West,Direct,Standard
4140,2024-01-03,57.0,East of England,Direct,Gold
4141,2024-11-17,49.0,North West,Direct,Silver
4142,2024-10-25,31.0,North West,Organic Search,Silver
4143,2024-04-27,34.0,Yorkshire,Direct,Standard
4144,2024-12-06,44.0,London,Paid Search,Standard
4145,2024-06-02,46.0,Scotland,Social,Standard
4146,2024-11-08,30.0,Scotland,Social,Silver
4147,2024-09-24,34.0,London,Direct,Standard
4148,2024-05-22,37.0,South East,Paid Search,Gold
4149,2025-07-17,40.0,North West,Direct,Silver
4150,2025-01-09,33.0,South West,Direct,Standard
4151,2025-08-22,33.0,London,Direct,Standard
4152,2025-08-05,49.0,South East,Paid Search,Silver
4153,2024-07-06,47.0,East of England,Paid Search,Gold
4154,2024-07-27,39.0,North East,Organic Search,Standard
4155,2025-11-11,53.0,Yorkshire,Social,Standard
4156,2024-08-11,30.0,Wales,Paid Search,Standard
4157,2024-03-08,52.0,South West,Email,Standard
4158,2025-01-23,40.0,Yorkshire,Direct,Standard
4159,2025-11-22,70.0,London,Direct,Standard
4160,2024-06-16,21.0,East of England,Paid Search,Standard
4161,2025-03-31,26.0,Wales,Paid Search,Standard
4162,2024-08-29,39.0,Yorkshire,Social,Standard
4163,2024-10-02,38.0,West Midlands,Direct,Standard
4164,2024-11-19,55.0,London,Organic Search,Standard
4165,2024-04-12,27.0,London,Paid Search,Standard
4166,2024-10-03,44.0,West Midlands,Organic Search,Standard
4167,2024-07-14,47.0,South East,Affiliate,Standard
4168,2025-08-08,42.0,South East,Paid Search,Standard
4169,2024-06-11,23.0,Yorkshire,Direct,Standard
4170,2025-08-30,49.0,London,Direct,Gold
4171,2024-01-13,48.0,South East,Direct,Standard
4172,2024-10-15,41.0,London,Social,Silver
4173,2024-07-10,36.0,London,Direct,Standard
4174,2024-11-16,36.0,London,Paid Search,Standard
4175,2025-07-05,33.0,London,Paid Search,Standard
4176,2025-11-15,41.0,East of England,Social,Gold
4177,2025-06-04,34.0,South West,Email,Standard
4178,2024-12-25,25.0,South West,Organic Search,Standard
4179,2025-01-01,22.0,North East,Social,Standard
4180,2025-12-11,26.0,East of England,Direct,Silver
4181,2025-12-09,36.0,West Midlands,Organic Search,Gold
4182,2025-06-29,34.0,West Midlands,Organic Search,Standard
4183,2024-04-27,36.0,East of England,Direct,Standard
4184,2024-07-07,40.0,South East,Affiliate,Gold
4185,2024-07-13,27.0,North East,Organic Search,Standard
4186,2024-06-12,50.0,South West,Social,Standard
4187,2025-11-22,31.0,East of England,Paid Search,Standard
4188,2024-04-23,29.0,,Organic Search,Silver
4189,2025-09-01,39.0,Yorkshire,Organic Search,Silver
4190,2025-07-30,18.0,East of England,Paid Search,Standard
4191,2025-01-12,25.0,South West,Email,Standard
4192,2024-08-07,45.0,South West,Paid Search,Standard
4193,2024-07-09,18.0,North West,Paid Search,Gold
4194,2025-04-28,46.0,South East,Paid Search,Gold
4195,2025-04-24,51.0,wales,Organic Search,Standard
4196,2025-01-21,30.0,Yorkshire,Social,Standard
4197,2025-02-10,37.0,London,Email,Standard
4198,2025-08-13,46.0,South East,Direct,Standard
4199,2025-06-23,29.0,North East,Organic Search,Silver
4200,2025-06-20,44.0,South East,Organic Search,Standard
4201,2024-07-19,27.0,South East,Email,Standard
4202,2024-02-15,29.0,London,Paid Search,Gold
4203,2024-11-23,25.0,London,Social,Standard
4204,2024-08-29,38.0,South West,Email,Silver
4205,2024-08-27,47.0,North West,Paid Search,Gold
4206,2025-01-06,32.0,West Midlands,Paid Search,Standard
4207,2025-10-23,20.0,London,Paid Search,Standard
4208,2025-07-28,22.0,East of England,Social,Standard
4209,2025-04-27,38.0,South East,Organic Search,Silver
4210,2025-05-25,54.0,West Midlands,Organic Search,Standard
4211,2024-10-22,38.0,South West,Social,Standard
4212,2025-01-27,30.0,Scotland,Organic Search,Standard
4213,2024-11-06,42.0,Yorkshire,Paid Search,Standard
4214,2025-07-31,31.0,North West,Paid Search,Standard
4215,2025-12-09,30.0,East of England,Paid Search,Standard
4216,2024-11-06,23.0,West Midlands,Organic Search,Standard
4217,2025-05-30,49.0,South West,Direct,Gold
4218,2024-02-09,18.0,Yorkshire,Organic Search,Silver
4219,2024-10-14,43.0,North East,Direct,Standard
4220,2025-09-14,29.0,Scotland,Direct,Standard
4221,2025-05-05,29.0,West Midlands,Organic Search,Standard
4222,2025-01-11,53.0,North West,Organic Search,Standard
4223,2024-06-01,26.0,South East,Organic Search,Standard
4224,2025-08-01,27.0,London,Affiliate,Standard
4225,2025-11-24,33.0,North West,Direct,Standard
4226,2024-10-07,39.0,Wales,Social,Standard
4227,2025-08-01,29.0,Yorkshire,Direct,Standard
4228,2025-02-24,18.0,North East,Affiliate,Standard
4229,2024-10-11,24.0,South West,Social,Standard
4230,2024-08-24,48.0,North West,Direct,Standard
4231,2024-12-25,35.0,West Midlands,Social,Standard
4232,2024-10-19,39.0,East of England,Paid Search,Standard
4233,2025-03-17,31.0,London,Email,Standard
4234,2024-04-15,27.0,East of England,Email,Standard
4235,2024-12-07,52.0,South East,Paid Search,Standard
4236,2025-06-14,32.0,North West,Social,Standard
4237,2025-08-27,29.0,Wales,Organic Search,Standard
4238,2024-07-19,46.0,North West,Organic Search,Silver
4239,2025-03-05,26.0,South East,Paid Search,Gold
4240,2024-08-03,27.0,South West,Social,STANDARD
4241,2025-07-18,34.0,East of England,Organic Search,Standard
4242,2024-09-10,34.0,North West,Organic Search,Standard
4243,2025-04-26,37.0,London,Organic Search,Gold
4244,2024-11-04,57.0,East of England,Direct,Silver
4245,2024-07-10,38.0,Yorkshire,Email,Standard
4246,2025-02-15,18.0,London,Organic Search,Standard
4247,2025-03-22,38.0,North West,Email,Standard
4248,2025-05-03,34.0,North East,Social,Standard
4249,2025-07-19,34.0,Yorkshire,Social,Standard
4250,2025-04-28,37.0,Wales,Affiliate,Silver
4251,2025-08-31,34.0,North West,Social,Standard
4252,2024-10-29,33.0,East of England,Paid Search,Standard
4253,2024-12-29,41.0,South West,Affiliate,Standard
4254,2024-12-10,28.0,london,Organic Search,Gold
4255,2025-02-17,24.0,London,Direct,Standard
4256,2024-04-10,67.0,West Midlands,Direct,Standard
4257,2025-09-02,26.0,south east,Paid Search,Gold
4258,2025-01-07,35.0,South East,Affiliate,Standard
4259,2025-01-30,18.0,Yorkshire,Direct,Standard
4260,2025-09-19,35.0,London,Direct,Silver
4261,2024-11-28,24.0,South East,Organic Search,Standard
4262,2024-11-25,29.0,North West,Organic Search,Silver
4263,2025-02-08,45.0,London,Social,Standard
4264,2025-11-01,39.0,East of England,Social,Silver
4265,2024-06-30,40.0,London,Paid Search,Silver
4266,2024-04-21,18.0,North West,Organic Search,Standard
4267,2024-03-18,54.0,West Midlands,Paid Search,Silver
4268,2025-06-10,21.0,West Midlands,Paid Search,Standard
4269,2024-01-08,51.0,London,Paid Search,Standard
4270,2025-05-21,45.0,North West,Paid Search,Standard
4271,2025-09-24,40.0,South East,Paid Search,Standard
4272,2025-05-02,25.0,East of England,Social,Standard
4273,2024-05-01,36.0,London,Paid Search,Standard
4274,2025-04-18,29.0,London,Organic Search,Standard
4275,2024-11-12,,London,Paid Search,Gold
4276,2024-01-16,31.0,London,Paid Search,Standard
4277,2024-05-21,18.0,London,Organic Search,Standard
4278,2025-06-14,46.0,London,Email,Gold
4279,2025-02-05,33.0,North East,Email,Standard
4280,2024-12-23,29.0,East of England,Paid Search,Standard
4281,2025-07-09,28.0,West Midlands,Direct,Gold
4282,2025-01-09,38.0,South East,Affiliate,Standard
4283,2025-11-23,24.0,London,Direct,Silver
4284,2024-02-06,18.0,Scotland,Social,Standard
4285,2024-07-23,38.0,London,Social,Standard
4286,2024-05-14,40.0,Yorkshire,Email,Silver
4287,2024-10-22,32.0,West Midlands,Social,Gold
4288,2025-10-13,21.0,South West,Email,Standard
4289,2024-10-19,35.0,North West,Paid Search,Standard
4290,2024-08-13,18.0,North West,Organic Search,Standard
4291,2024-03-01,23.0,North East,Affiliate,Standard
4292,2024-10-08,26.0,East of England,Paid Search,Standard
4293,2024-06-12,43.0,London,Social,Standard
4294,2024-05-15,30.0,East of England,Paid Search,Standard
4295,2024-04-05,29.0,London,Social,Silver
4296,2025-03-28,56.0,South East,Email,Gold
4297,2025-05-21,38.0,West Midlands,Social,Standard
4298,2025-06-13,38.0,,Organic Search,Gold
4299,2024-02-08,30.0,Yorkshire,Organic Search,Standard
4300,2025-10-20,27.0,Scotland,Organic Search,Gold
4301,2024-12-28,18.0,London,Social,Silver
4302,2025-02-05,45.0,London,Paid Search,Standard
4303,2025-09-19,39.0,South West,Paid Search,Gold
4304,2024-07-16,32.0,London,Organic Search,Standard
4305,2024-12-25,32.0,London,Affiliate,Silver
4306,2024-02-20,42.0,North East,Organic Search,Standard
4307,2024-12-18,18.0,London,Paid Search,Standard
4308,2024-07-09,28.0,South East,Social,Standard
4309,2024-05-10,22.0,South West,Social,Standard
4310,2025-03-18,53.0,London,Organic Search,Standard
4311,2024-04-03,44.0,Yorkshire,Email,Gold
4312,2025-11-27,18.0,Yorkshire,Organic Search,Standard
4313,2024-06-15,18.0,South East,Email,Standard
4314,2024-02-26,33.0,London,Paid Search,Standard
4315,2024-11-15,29.0,North East,Social,Standard
4316,2024-10-04,19.0,West Midlands,Social,Standard
4317,2025-04-15,55.0,East of England,Direct,Standard
4318,2025-04-22,37.0,South East,Paid Search,Gold
4319,2025-02-27,39.0,East of England,Organic Search,Standard
4320,2025-02-14,26.0,South East,Paid Search,Standard
4321,2025-07-09,42.0,South West,Social,Gold
4322,2025-04-10,30.0,North West,Organic Search,Gold
4323,2024-04-09,31.0,South West,Direct,Standard
4324,2024-11-27,41.0,North West,Organic Search,Silver
4325,2025-05-06,18.0,North West,Direct,Gold
4326,2024-07-09,52.0,North West,Paid Search,Standard
4327,2025-09-09,36.0,East of England,Social,Standard
4328,2024-12-11,48.0,London,Email,Standard
4329,2024-08-17,22.0,North West,Organic Search,Standard
4330,2024-09-29,24.0,Yorkshire,Paid Search,Silver
4331,2025-03-18,21.0,London,Paid Search,Standard
4332,2025-05-22,37.0,North East,Organic Search,Standard
4333,2024-07-01,35.0,Wales,Email,Standard
4334,2024-05-02,29.0,West Midlands,Organic Search,Silver
4335,2024-03-06,23.0,London,Social,Standard
4336,2024-12-20,20.0,West Midlands,Paid Search,Standard
4337,2025-10-24,33.0,South East,Direct,Standard
4338,2025-11-16,29.0,South East,Direct,Standard
4339,2025-02-04,26.0,London,Organic Search,Standard
4340,2025-01-15,51.0,North West,Affiliate,Silver
4341,2024-12-25,33.0,East of England,Organic Search,Standard
4342,2024-06-18,48.0,South West,Social,Silver
4343,2024-10-24,28.0,South East,Affiliate,Standard
4344,2025-10-31,37.0,South West,Paid Search,Standard
4345,2025-03-16,33.0,South West,Email,Gold
4346,2024-06-23,18.0,South West,Paid Search,Standard
4347,2024-03-03,50.0,London,Direct,Standard
4348,2025-06-21,33.0,South East,Paid Search,Standard
4349,2025-10-07,42.0,London,Organic Search,Standard
4350,2024-03-19,26.0,North West,Organic Search,Silver
4351,2024-09-25,32.0,East of England,Social,Silver
4352,2025-09-01,24.0,Yorkshire,Email,Silver
4353,2024-06-30,48.0,South West,Email,Standard
4354,2024-05-09,37.0,London,Social,Standard
4355,2024-10-08,38.0,South East,Paid Search,Standard
4356,2024-10-08,49.0,London,Social,Standard
4357,2024-12-10,47.0,South West,Organic Search,Silver
4358,2025-11-21,42.0,North West,Organic Search,Standard
4359,2025-11-26,18.0,London,Paid Search,Standard
4360,2025-02-18,26.0,South West,Affiliate,Standard
4361,2024-02-23,23.0,London,Paid Search,STANDARD
4362,2024-07-07,42.0,South East,Organic Search,Standard
4363,2024-05-09,36.0,East of England,Direct,Standard
4364,2024-01-01,19.0,London,Paid Search,Standard
4365,2024-09-30,32.0,,Organic Search,Silver
4366,2024-01-05,18.0,North West,Paid Search,Standard
4367,2025-02-14,33.0,south west,Direct,Standard
4368,2024-07-15,18.0,South East,Affiliate,Standard
4369,2025-06-02,40.0,North West,Social,Gold
4370,2025-01-11,38.0,London,Email,Silver
4371,2025-11-10,55.0,Yorkshire,Social,Standard
4372,2024-12-12,43.0,North West,Affiliate,Standard
4373,2024-04-21,29.0,South East,Affiliate,Standard
4374,2025-10-21,43.0,South West,Paid Search,Standard
4375,2024-08-08,19.0,South East,Paid Search,Silver
4376,2025-06-30,23.0,north west,Organic Search,STANDARD
4377,2025-07-13,38.0,London,Email,Standard
4378,2025-10-23,18.0,West Midlands,Organic Search,Standard
4379,2025-04-02,34.0,South East,Social,Standard
4380,2024-12-31,23.0,North West,Direct,Standard
4381,2024-10-02,35.0,Scotland,Social,Standard
4382,2024-11-15,22.0,South East,Organic Search,Standard
4383,2025-07-11,39.0,South West,Organic Search,Standard
4384,2025-02-08,34.0,East of England,Direct,Silver
4385,2024-02-05,49.0,East of England,Email,Gold
4386,2024-09-23,34.0,London,Email,Standard
4387,2025-10-15,26.0,East of England,Paid Search,Standard
4388,2024-05-30,31.0,North West,Social,Standard
4389,2024-12-03,19.0,Wales,Social,Standard
4390,2025-08-21,38.0,North West,Affiliate,Standard
4391,2024-07-26,40.0,West Midlands,Social,Silver
4392,2025-05-01,61.0,London,Paid Search,Standard
4393,2025-07-15,27.0,London,Social,Standard
4394,2024-08-20,31.0,West Midlands,Email,Standard
4395,2025-10-02,28.0,West Midlands,Organic Search,Silver
4396,2024-11-15,36.0,Yorkshire,Social,Standard
4397,2024-07-30,38.0,South West,Paid Search,Standard
4398,2024-06-10,33.0,London,Direct,Standard
4399,2024-07-09,46.0,London,Paid Search,Gold
4400,2025-02-06,27.0,South West,Email,Gold
4401,2024-06-10,45.0,South East,Social,Silver
4402,2024-09-13,40.0,London,Affiliate,Standard
4403,2025-05-23,34.0,london,Direct,Standard
4404,2025-09-18,31.0,South West,Organic Search,Standard
4405,2025-04-30,61.0,South East,Organic Search,STANDARD
4406,2025-01-12,25.0,Scotland,Email,Standard
4407,2025-05-12,37.0,Yorkshire,Email,Standard
4408,2024-10-21,26.0,London,Social,Gold
4409,2024-07-12,54.0,North West,Paid Search,Silver
4410,2025-06-19,44.0,South West,Email,Standard
4411,2024-04-06,27.0,Wales,Email,Standard
4412,2025-10-09,40.0,west midlands,Paid Search,Gold
4413,2024-11-02,37.0,London,Paid Search,Silver
4414,2025-08-07,28.0,London,Direct,Standard
4415,2024-03-11,42.0,Scotland,Paid Search,Silver
4416,2024-12-19,38.0,Wales,Organic Search,Standard
4417,2024-10-28,36.0,South West,Direct,Silver
4418,2024-09-11,34.0,east of england,Email,Standard
4419,2025-01-01,39.0,East of England,Social,Standard
4420,2025-04-18,37.0,North West,Affiliate,Standard
4421,2025-11-04,35.0,South West,Organic Search,Standard
4422,2025-08-07,27.0,London,Social,Standard
4423,2024-06-14,53.0,South East,Paid Search,Standard
4424,2025-11-30,22.0,East of England,Direct,Standard
4425,2024-12-22,39.0,South East,Organic Search,Standard
4426,2024-11-22,30.0,Yorkshire,Organic Search,Standard
4427,2024-01-08,53.0,Wales,Paid Search,Standard
4428,2025-04-22,24.0,South East,Paid Search,Standard
4429,2025-09-26,26.0,North East,Organic Search,Standard
4430,2024-07-28,23.0,North West,Social,Standard
4431,2025-09-12,38.0,East of England,Email,Standard
4432,2024-03-03,19.0,London,Organic Search,Standard
4433,2025-11-22,29.0,South West,Direct,Standard
4434,2024-06-29,18.0,Scotland,Affiliate,Silver
4435,2024-12-10,37.0,West Midlands,Organic Search,Standard
4436,2024-01-11,28.0,West Midlands,Organic Search,Standard
4437,2025-10-04,18.0,London,Social,Gold
4438,2024-12-30,46.0,South East,Paid Search,Standard
4439,2025-11-25,20.0,South West,Social,Standard
4440,2024-09-23,43.0,West Midlands,Social,Standard
4441,2024-02-12,26.0,Yorkshire,Email,Gold
4442,2025-04-29,52.0,South West,Email,Standard
4443,2024-04-26,42.0,South East,Affiliate,Standard
4444,2025-03-15,23.0,South East,Social,Standard
4445,2024-01-25,24.0,London,Organic Search,Gold
4446,2024-04-30,41.0,London,Organic Search,Standard
4447,2025-04-01,31.0,South East,Social,Silver
4448,2025-04-26,32.0,North West,Email,Silver
