order_id,customer_id,order_datetime,status,payment_method,device
515719,16623,2025-12-24 10:07:00,Completed,Card,Mobile
515720,3514,2025-06-24 22:01:00,Completed,Card,Mobile
515721,17706,2025-09-15 22:50:00,Completed,Card,Tablet
515722,6263,2025-07-06 00:38:00,Completed,Card,Mobile
515723,16470,2025-10-29 19:02:00,Completed,PayPal,Mobile
515724,13221,2025-03-25 15:07:00,Completed,Card,Tablet
515725,436,2025-04-19 16:57:00,Completed,Card,Desktop
515726,4856,2025-10-16 22:29:00,Completed,Card,Desktop
515727,6362,2025-12-01 20:26:00,Completed,PayPal,Mobile
515728,12069,2025-06-13 11:46:00,Completed,Card,Mobile
515729,8333,2025-11-15 09:25:00,Completed,Card,Mobile
515730,7580,2025-11-02 18:53:00,Completed,PayPal,Mobile
515731,1688,2025-06-02 15:23:00,Completed,Google Pay,Mobile
515732,6826,2025-03-21 04:49:00,Completed,Card,Mobile
515733,17891,2025-01-22 21:56:00,Completed,Card,Mobile
515734,19000,2025-04-28 01:22:00,Completed,Card,Mobile
515735,12388,2025-10-24 07:09:00,Completed,Card,Desktop
515736,5032,2025-06-08 18:49:00,Completed,PayPal,Mobile
515737,18754,2025-11-10 00:56:00,Completed,Apple Pay,Tablet
515738,2591,2025-07-26 14:43:00,Completed,Card,Mobile
515739,14436,2025-01-05 01:49:00,Completed,Card,Mobile
515740,12504,2025-03-07 22:24:00,Completed,Card,Desktop
515741,4282,2025-11-11 10:08:00,Completed,Google Pay,Desktop
515742,3176,2025-11-19 08:34:00,Completed,Card,Desktop
515743,15042,2025-12-22 10:39:00,Completed,Apple Pay,Mobile
515744,17740,2025-09-01 14:24:00,Completed,Google Pay,Desktop
515745,11612,2025-01-06 04:32:00,Completed,Card,Mobile
515746,14214,2025-10-10 10:06:00,Completed,PayPal,Mobile
515747,10312,2025-01-05 06:43:00,Completed,Card,Mobile
515748,19272,2025-01-13 21:23:00,Completed,PayPal,Mobile
515749,17931,2025-11-05 01:58:00,Completed,Apple Pay,Mobile
515750,16760,2025-07-01 18:04:00,Cancelled,Card,Mobile
515751,943,2025-12-25 16:45:00,Completed,Card,Mobile
515752,4560,2025-05-20 20:47:00,Completed,Card,Desktop
515753,53,2025-11-12 10:30:00,Completed,Card,Mobile
515754,3775,2025-09-26 04:23:00,Completed,Card,Tablet
515755,19398,2025-12-28 17:33:00,Returned,Card,Tablet
515756,13081,2025-03-30 22:53:00,Returned,Apple Pay,Mobile
515757,13586,2025-11-19 20:31:00,Completed,Card,Desktop
515758,13978,2025-10-29 15:28:00,Completed,PayPal,Desktop
515759,7476,2025-03-27 16:10:00,Completed,Google Pay,Mobile
515760,8102,2025-06-01 22:07:00,Completed,Apple Pay,Mobile
515761,1002,2025-07-29 05:19:00,Cancelled,Card,Tablet
515762,1909,2025-02-06 05:15:00,Completed,PayPal,Mobile
515763,7220,2025-07-06 08:07:00,Completed,Apple Pay,Desktop
515764,4677,2025-12-01 14:27:00,Completed,Card,Mobile
515765,16357,2025-12-01 02:21:00,Completed,Google Pay,Desktop
515766,7269,2025-12-21 14:52:00,Completed,Google Pay,Mobile
515767,10265,2025-12-06 11:35:00,Completed,PayPal,Mobile
515768,253,2025-04-12 22:24:00,Completed,Card,Mobile
515769,19225,2025-02-18 06:55:00,Completed,PayPal,Mobile
515770,2862,2025-07-12 18:19:00,Completed,Apple Pay,Mobile
515771,19826,2025-11-26 13:32:00,Returned,PayPal,Mobile
515772,8910,2025-03-09 20:21:00,Completed,Card,Mobile
515773,7259,2025-03-11 04:17:00,Completed,PayPal,Mobile
515774,6380,2025-02-24 12:50:00,Cancelled,Google Pay,Desktop
515775,13874,2025-01-28 17:00:00,Completed,Card,Mobile
515776,407,2025-06-15 04:54:00,Completed,PayPal,Tablet
515777,17947,2025-09-07 17:33:00,Completed,Card,Mobile
515778,10826,2025-03-22 13:48:00,Cancelled,Card,Mobile
515779,2237,2025-06-15 17:14:00,Completed,Card,Mobile
515780,447,2025-04-22 14:14:00,Completed,Card,Mobile
515781,19745,2025-01-01 06:42:00,Completed,Card,Desktop
515782,4185,2025-06-09 12:05:00,Completed,Card,Mobile
515783,12177,2025-08-14 23:51:00,Completed,Card,Mobile
515784,4429,2025-07-26 18:05:00,Completed,PayPal,Desktop
515785,10187,2025-09-16 17:06:00,Completed,Google Pay,Desktop
515786,17279,2025-04-01 08:10:00,Completed,Card,Tablet
515787,6767,2025-10-04 09:41:00,Completed,Card,Mobile
515788,18313,2025-01-23 12:35:00,Completed,PayPal,Mobile
515789,8600,2025-03-17 15:55:00,Completed,Card,Desktop
515790,8325,2025-04-05 23:18:00,Completed,Google Pay,Desktop
515791,5413,2025-08-09 06:56:00,Completed,PayPal,Mobile
515792,13474,2025-04-29 10:59:00,Completed,Card,Tablet
515793,11634,2025-01-27 06:27:00,Completed,Apple Pay,Desktop
515794,19389,2025-11-17 21:38:00,Completed,PayPal,Mobile
515795,10604,2025-11-28 01:27:00,Completed,Card,Mobile
515796,5167,2025-12-17 01:42:00,Completed,Card,Mobile
515797,19449,2025-10-24 13:18:00,Completed,Google Pay,Desktop
515798,9881,2025-02-05 11:19:00,Completed,Card,Mobile
515799,352,2025-05-14 01:57:00,Completed,Card,Tablet
515800,17370,2025-07-20 12:10:00,Completed,Card,Mobile
515801,5558,2025-03-23 14:25:00,Completed,Card,Mobile
515802,13424,2025-12-13 01:58:00,Completed,Card,Mobile
515803,2939,2025-04-10 21:50:00,Completed,Card,Desktop
515804,17429,2025-01-04 14:57:00,Completed,Card,Mobile
515805,19360,2025-01-31 21:58:00,Completed,Card,Tablet
515806,7309,2025-06-10 08:14:00,Completed,Card,Mobile
515807,3611,2025-12-17 16:18:00,Completed,Card,
515808,5638,2025-05-05 22:32:00,Completed,Apple Pay,Tablet
515809,14472,2025-09-27 22:37:00,Completed,Card,Desktop
515810,1481,2025-02-02 20:13:00,Completed,Google Pay,Mobile
515811,9666,2025-05-12 14:35:00,Returned,PayPal,Mobile
515812,14153,2025-11-21 23:49:00,Returned,Card,Mobile
515813,4045,2025-10-27 08:40:00,Completed,Card,Tablet
515814,16314,2025-04-24 16:16:00,Completed,Card,Mobile
515815,2575,2025-12-29 11:25:00,Completed,Google Pay,Mobile
515816,10566,2025-11-01 12:07:00,Completed,Apple Pay,Desktop
515817,17830,2025-01-29 22:41:00,Completed,Card,Desktop
515818,11125,2025-03-26 00:56:00,Completed,Card,Mobile
515819,5119,2025-08-02 22:40:00,Completed,Card,Mobile
515820,12477,2025-11-12 07:41:00,Completed,Card,Desktop
515821,18657,2025-12-30 09:42:00,Completed,Card,Mobile
515822,11203,2025-08-04 13:11:00,Completed,Card,Mobile
515823,3989,2025-06-12 19:42:00,Completed,Google Pay,Desktop
515824,7765,2025-07-01 04:58:00,Completed,Card,Mobile
515825,15343,2025-12-13 13:26:00,Completed,Card,Mobile
515826,10571,2025-11-15 23:58:00,Completed,Card,Mobile
515827,14993,2025-10-26 23:08:00,Completed,Card,Mobile
515828,13040,2025-12-18 11:06:00,Completed,Google Pay,Mobile
515829,4401,2025-08-19 06:22:00,Completed,PayPal,Tablet
515830,2416,2025-11-19 01:36:00,Completed,Apple Pay,Desktop
515831,9372,2025-08-09 12:41:00,Completed,Card,Mobile
515832,11271,2025-11-11 02:09:00,Completed,Card,Desktop
515833,8742,2025-03-03 01:13:00,Completed,Card,Mobile
515834,13259,2025-07-04 15:00:00,Completed,PayPal,Desktop
515835,471,2025-07-01 02:42:00,Completed,Apple Pay,Mobile
515836,13870,2025-07-28 14:00:00,Completed,PayPal,Mobile
515837,18679,2025-02-19 10:24:00,Completed,Card,Tablet
515838,5646,2025-11-04 18:45:00,Completed,Card,Mobile
515839,9224,2025-10-08 06:55:00,Completed,PayPal,Mobile
515840,17389,2025-02-08 08:49:00,Completed,Card,Mobile
515841,15239,2025-08-09 02:22:00,Completed,PayPal,Tablet
515842,17612,2025-04-03 12:22:00,Completed,Card,Tablet
515843,10954,2025-03-10 07:25:00,Completed,Apple Pay,Desktop
515844,8045,2025-10-30 09:51:00,Completed,PayPal,Mobile
515845,3024,2025-08-08 15:03:00,Completed,Card,Tablet
515846,17414,2025-02-17 11:01:00,Completed,Card,Desktop
515847,3097,2025-08-01 01:27:00,Completed,PayPal,Desktop
515848,9618,2025-02-25 08:45:00,Returned,Card,Desktop
515849,9775,2025-01-03 15:15:00,Completed,PayPal,Mobile
515850,11928,2025-06-02 21:31:00,Completed,Card,Mobile
515851,15992,2025-11-30 18:42:00,Completed,Card,Mobile
515852,6544,2025-10-08 06:44:00,Completed,Card,Desktop
515853,2865,2025-12-08 11:31:00,Completed,Card,Tablet
515854,14485,2025-06-09 22:56:00,Completed,Card,Mobile
515855,13435,2025-03-17 11:32:00,Completed,Card,Desktop
515856,9917,2025-09-16 00:51:00,Completed,Google Pay,Desktop
515857,15956,2025-05-02 08:31:00,Completed,Card,Mobile
515858,13659,2025-12-25 10:45:00,Completed,Google Pay,Mobile
515859,5497,2025-11-30 12:11:00,Completed,Card,Tablet
515860,19147,2025-11-06 12:41:00,Completed,Card,Desktop
515861,3806,2025-04-02 16:11:00,Completed,Card,Tablet
515862,1456,2025-04-18 16:49:00,Completed,Google Pay,Desktop
515863,10350,2025-11-14 03:42:00,Completed,Card,Mobile
515864,14547,2025-10-17 22:08:00,Completed,Card,Desktop
515865,3978,2025-11-15 14:23:00,Completed,PayPal,Desktop
515866,3321,2025-01-27 05:58:00,Completed,Card,Mobile
515867,3267,2025-10-15 18:17:00,Completed,PayPal,Tablet
515868,15641,2025-06-25 02:09:00,Completed,Card,Mobile
515869,10364,2025-11-24 15:11:00,Completed,Card,Mobile
515870,7206,2025-01-13 22:57:00,Completed,Card,Mobile
515871,12984,2025-12-11 11:15:00,Completed,Card,Desktop
515872,4824,2025-05-08 06:10:00,Completed,Card,Mobile
515873,12292,2025-11-15 13:45:00,Completed,Apple Pay,Mobile
515874,7885,2025-10-08 01:55:00,Completed,Card,Mobile
515875,4465,2025-11-17 11:52:00,Completed,Card,Desktop
515876,6102,2025-03-26 09:36:00,Completed,Card,Mobile
515877,3249,2025-10-29 11:33:00,Completed,Card,Mobile
515878,4292,2025-10-08 14:29:00,Completed,Card,Mobile
515879,385,2025-12-07 17:34:00,Completed,Google Pay,Desktop
515880,19945,2025-06-12 17:23:00,Completed,Card,Desktop
515881,9299,2025-04-10 20:54:00,Completed,PayPal,Mobile
515882,12278,2025-12-06 02:10:00,Completed,Card,Mobile
515883,947,2025-04-08 21:14:00,completed,PayPal,Desktop
515884,13663,2025-01-13 02:43:00,Completed,Card,Mobile
515885,13593,2025-12-10 15:56:00,Completed,Card,Mobile
515886,5543,2025-03-09 03:50:00,Completed,Card,Mobile
515887,2624,2025-10-31 15:29:00,Completed,Card,Mobile
515888,9390,2025-11-25 08:33:00,Completed,Card,Tablet
515889,13172,2025-01-03 18:36:00,Completed,Card,Desktop
515890,6615,2025-08-26 00:33:00,Completed,Google Pay,Mobile
515891,13872,2025-08-02 18:55:00,Completed,Card,Tablet
515892,4011,2025-02-05 15:18:00,Completed,Card,Mobile
515893,15780,2025-12-28 09:46:00,Completed,Apple Pay,Desktop
515894,16896,2025-11-25 05:12:00,Cancelled,Apple Pay,Mobile
515895,8338,2025-01-12 12:52:00,Completed,PayPal,Mobile
515896,9457,2025-04-15 01:59:00,Completed,PayPal,Mobile
515897,8696,2025-06-17 09:07:00,Completed,PayPal,Desktop
515898,1501,2025-04-01 14:37:00,Completed,Card,Mobile
515899,12025,2025-05-22 21:46:00,Completed,Card,Desktop
515900,19753,2025-02-02 01:50:00,Completed,Card,Desktop
515901,18566,2025-12-19 08:22:00,Completed,Card,Mobile
515902,19233,2025-05-10 04:59:00,Completed,Apple Pay,Mobile
515903,6050,2025-02-22 04:40:00,Completed,Card,Mobile
515904,5408,2025-07-21 14:58:00,Completed,Card,Mobile
515905,7059,2025-08-25 01:24:00,Completed,PayPal,Mobile
515906,18246,2025-07-14 11:29:00,Completed,Apple Pay,Mobile
515907,1611,2025-05-29 09:27:00,Completed,Card,Desktop
515908,3853,2025-02-17 13:07:00,Completed,Card,Desktop
515909,13057,2025-03-20 09:24:00,Completed,Card,Desktop
515910,3095,2025-05-03 21:57:00,Completed,Card,Mobile
515911,6634,2025-04-20 22:49:00,Completed,PayPal,Desktop
515912,11866,2025-12-15 12:49:00,Completed,Card,Desktop
515913,19678,2025-08-07 12:11:00,Completed,PayPal,Mobile
515914,14020,2025-02-21 17:22:00,Completed,Apple Pay,Mobile
515915,15047,2025-11-24 03:16:00,Cancelled,Card,Mobile
515916,16896,2025-02-08 17:39:00,Completed,PayPal,Mobile
515917,14673,2025-10-20 08:51:00,Completed,PayPal,Mobile
515918,13181,2025-05-15 02:55:00,Completed,Apple Pay,Tablet
515919,18524,2025-09-25 13:42:00,Completed,Card,Tablet
515920,2205,2025-09-18 04:38:00,Completed,Card,Mobile
515921,6851,2025-01-29 06:37:00,Completed,PayPal,Mobile
515922,8155,2025-03-27 06:26:00,Completed,Card,Desktop
515923,1862,2025-06-06 01:07:00,Cancelled,Card,Desktop
515924,19857,2025-03-05 04:15:00,Completed,Card,Mobile
515925,11382,2025-12-25 18:09:00,Returned,PayPal,Desktop
515926,667,2025-01-22 09:00:00,Completed,Apple Pay,Mobile
515927,13262,2025-08-14 22:26:00,Completed,Card,Mobile
515928,14235,2025-12-05 01:00:00,Completed,Apple Pay,Desktop
515929,16524,2025-12-30 15:18:00,Completed,PayPal,Mobile
515930,4140,2025-06-06 08:09:00,Completed,Apple Pay,Mobile
515931,3091,2025-11-20 11:09:00,Completed,Apple Pay,Desktop
515932,9937,2025-05-21 01:47:00,Completed,Card,Desktop
515933,8786,2025-01-07 16:18:00,Completed,Card,Mobile
515934,3530,2025-05-10 20:45:00,Completed,PayPal,Desktop
515935,9202,2025-09-19 06:24:00,Completed,Google Pay,Mobile
515936,13132,2025-05-17 20:27:00,Completed,PayPal,Mobile
515937,4007,2025-06-15 22:41:00,Completed,Card,Mobile
515938,1416,2025-11-03 02:45:00,Completed,PayPal,Mobile
515939,7860,2025-08-19 12:39:00,Completed,Card,Desktop
515940,14454,2025-08-11 04:14:00,Completed,Card,Tablet
515941,1555,2025-01-17 17:25:00,Completed,Google Pay,Mobile
515942,7349,2025-11-17 19:30:00,Returned,Card,Mobile
515943,3785,2025-01-18 07:26:00,Completed,PayPal,
515944,12208,2025-02-24 11:54:00,Completed,Card,Mobile
515945,5048,2025-06-08 11:00:00,Cancelled,Apple Pay,Desktop
515946,11208,2025-09-30 13:00:00,Completed,Card,Mobile
515947,17804,2025-03-02 13:23:00,Completed,Card,Desktop
515948,19015,2025-10-04 01:30:00,Completed,Apple Pay,Mobile
515949,9726,2025-06-19 20:55:00,Completed,Apple Pay,Mobile
515950,5517,2025-10-28 05:58:00,Completed,Card,Desktop
515951,597,2025-05-21 23:23:00,Completed,Apple Pay,Mobile
515952,10115,2025-05-30 16:46:00,Returned,Card,Mobile
515953,17277,2025-04-12 08:35:00,Completed,Google Pay,Desktop
515954,6576,2025-05-29 13:18:00,Completed,Google Pay,Mobile
515955,11695,2025-12-13 18:40:00,Completed,Card,Mobile
515956,3422,2025-10-30 15:15:00,Completed,Apple Pay,Desktop
515957,3838,2025-08-13 15:53:00,Completed,Card,Mobile
515958,6364,2025-08-20 12:42:00,Completed,PayPal,Mobile
515959,9128,2025-11-17 11:14:00,Completed,PayPal,Mobile
515960,9357,2025-12-10 07:47:00,Completed,Google Pay,Mobile
515961,19454,2025-11-02 05:08:00,Completed,Card,Mobile
515962,16615,2025-10-10 18:53:00,Completed,Card,Mobile
515963,17061,2025-01-30 15:21:00,Completed,Card,Desktop
515964,5035,2025-01-19 14:18:00,Completed,Card,Mobile
515965,17954,2025-01-28 15:14:00,Completed,PayPal,Mobile
515966,11720,2025-12-02 00:12:00,Completed,Card,Mobile
515967,5499,2025-09-26 15:07:00,Completed,Card,Mobile
515968,3640,2025-01-22 17:26:00,Completed,PayPal,Desktop
515969,9599,2025-06-23 19:57:00,Completed,Card,Mobile
515970,4467,2025-05-06 05:15:00,Completed,Google Pay,Desktop
515971,18453,2025-08-30 20:05:00,Completed,PayPal,Mobile
515972,16753,2025-12-20 01:49:00,Completed,Card,Mobile
515973,15180,2025-02-11 19:10:00,Completed,Apple Pay,Tablet
515974,13196,2025-02-23 14:12:00,Completed,PayPal,Mobile
515975,1235,2025-05-18 15:33:00,Completed,Card,Desktop
515976,19301,2025-04-03 00:44:00,Completed,Card,Mobile
515977,3295,2025-07-01 14:04:00,Completed,Card,Mobile
515978,9746,2025-01-29 23:58:00,Completed,PayPal,Mobile
515979,5110,2025-08-05 06:35:00,Completed,Google Pay,Mobile
515980,10304,2025-08-23 07:50:00,Completed,PayPal,Desktop
515981,13537,2025-07-11 18:56:00,Completed,PayPal,Desktop
515982,9733,2025-12-23 19:54:00,Cancelled,Card,Desktop
515983,11077,2025-05-09 17:00:00,Completed,Apple Pay,Mobile
515984,10048,2025-06-18 02:20:00,Completed,Card,Mobile
515985,8042,2025-06-24 09:02:00,Completed,Card,Desktop
515986,1795,2025-05-13 00:26:00,Completed,Card,Mobile
515987,5052,2025-01-23 05:52:00,Completed,PayPal,Mobile
515988,2699,2025-03-05 16:56:00,Completed,PayPal,Desktop
515989,6847,2025-02-15 16:15:00,Completed,Card,Mobile
515990,18591,2025-04-16 06:18:00,Completed,PayPal,Mobile
515991,1060,2025-11-16 13:32:00,Cancelled,Card,Tablet
515992,17288,2025-12-28 21:08:00,Completed,Card,Mobile
515993,8710,2025-12-16 10:08:00,Completed,Card,Mobile
515994,3856,2025-12-09 11:02:00,Completed,Google Pay,Desktop
515995,19122,2025-04-18 10:12:00,Completed,Apple Pay,Desktop
515996,10887,2025-09-09 06:21:00,Cancelled,PayPal,Mobile
515997,16818,2025-05-27 11:51:00,Completed,Google Pay,Mobile
515998,14283,2025-05-01 15:46:00,Completed,PayPal,Mobile
515999,18267,2025-01-01 08:16:00,Completed,Card,Desktop
516000,12205,2025-10-23 06:45:00,Completed,Card,Desktop
516001,4548,2025-08-16 07:35:00,Cancelled,Card,Mobile
516002,12743,2025-12-31 22:52:00,Completed,Card,Desktop
516003,7680,2025-03-11 08:16:00,Completed,Card,Mobile
516004,1609,2025-01-13 10:12:00,Completed,PayPal,Mobile
516005,4462,2025-06-14 04:00:00,Completed,Card,Mobile
516006,5581,2025-11-03 14:45:00,Completed,Card,Mobile
516007,2080,2025-12-23 16:44:00,Completed,Google Pay,Mobile
516008,15411,2025-09-02 23:50:00,Completed,PayPal,Desktop
516009,2869,2025-11-02 08:26:00,Completed,Card,Mobile
516010,17462,2025-12-28 15:07:00,Completed,Card,Desktop
516011,17807,2025-01-22 14:00:00,Completed,Card,Desktop
516012,627,2025-11-28 12:38:00,Completed,PayPal,Tablet
516013,15334,2025-01-18 00:14:00,Completed,Google Pay,Desktop
516014,19861,2025-09-19 00:34:00,Cancelled,Card,Mobile
516015,7919,2025-08-06 00:06:00,Completed,Card,Mobile
516016,16206,2025-04-07 03:11:00,Completed,Apple Pay,Mobile
516017,9518,2025-02-08 13:32:00,Completed,Card,Desktop
516018,11461,2025-12-27 10:42:00,Completed,Card,Mobile
516019,417,2025-03-11 02:30:00,Completed,Apple Pay,Tablet
516020,16307,2025-05-26 11:04:00,Completed,PayPal,Desktop
516021,2100,2025-11-21 18:49:00,Cancelled,Card,Desktop
516022,12926,2025-11-18 00:11:00,Completed,Card,Mobile
516023,19118,2025-06-14 02:52:00,Completed,Apple Pay,Mobile
516024,16847,2025-07-17 03:44:00,Completed,Google Pay,Desktop
516025,19562,2025-10-26 04:09:00,Completed,Card,Mobile
516026,481,2025-11-07 20:18:00,Completed,PayPal,Mobile
516027,13019,2025-11-18 16:42:00,Completed,PayPal,Desktop
516028,16387,2025-05-11 18:52:00,Completed,Apple Pay,Mobile
516029,18843,2025-10-04 14:13:00,Completed,Card,Desktop
516030,8188,2025-01-19 19:27:00,Completed,PayPal,Mobile
516031,14835,2025-07-11 05:59:00,Completed,Card,Desktop
516032,11502,2025-03-12 14:41:00,Completed,Google Pay,Mobile
516033,12720,2025-06-21 05:50:00,Completed,Card,Mobile
516034,6428,2025-07-22 00:07:00,Completed,Card,Mobile
516035,15966,2025-01-27 08:43:00,Completed,Card,Tablet
516036,16282,2025-12-07 13:06:00,Completed,Apple Pay,Mobile
516037,932,2025-05-10 16:33:00,Completed,Apple Pay,Mobile
516038,8727,2025-04-12 02:15:00,Completed,Card,Desktop
516039,16358,2025-07-26 03:27:00,Completed,Card,Mobile
516040,9102,2025-05-26 00:20:00,Completed,Card,Desktop
516041,12055,2025-06-16 11:38:00,Completed,Card,Mobile
516042,1753,2025-11-08 18:46:00,Completed,Card,Desktop
516043,300,2025-09-07 04:32:00,Completed,Card,Mobile
516044,8461,2025-11-06 07:56:00,Completed,Card,Mobile
516045,10912,2025-08-14 18:00:00,Completed,Card,Mobile
516046,17233,2025-08-24 00:58:00,Completed,Card,Mobile
516047,6245,2025-04-25 07:21:00,Completed,Apple Pay,Mobile
516048,19432,2025-04-28 21:11:00,Completed,PayPal,Mobile
516049,15953,2025-04-20 01:14:00,Completed,Apple Pay,Mobile
516050,17500,2025-12-31 06:55:00,Completed,PayPal,Desktop
516051,11632,2025-10-08 21:41:00,Returned,Card,Mobile
516052,6470,2025-09-09 00:23:00,Completed,Card,Desktop
516053,19219,2025-02-16 09:51:00,Completed,PayPal,Mobile
516054,19824,2025-06-07 07:40:00,Completed,Card,Mobile
516055,16175,2025-01-08 12:24:00,Completed,PayPal,Mobile
516056,9792,2025-10-20 04:43:00,Completed,Card,Tablet
516057,7721,2025-01-06 20:44:00,Completed,Card,Mobile
516058,13349,2025-11-24 12:20:00,Completed,Card,Tablet
516059,13477,2025-08-16 17:44:00,Completed,Card,Mobile
516060,1343,2025-11-17 06:20:00,Completed,PayPal,Mobile
516061,8264,2025-08-15 07:40:00,Completed,Card,Mobile
516062,18981,2025-03-10 18:50:00,Completed,Card,Mobile
516063,17716,2025-12-05 11:09:00,Completed,PayPal,Mobile
516064,1691,2025-04-12 08:16:00,Completed,Card,Mobile
516065,19126,2025-03-10 18:54:00,Completed,Card,Mobile
516066,1932,2025-03-24 10:52:00,Completed,Card,Desktop
516067,15684,2025-12-19 11:23:00,Completed,Card,Mobile
516068,10555,2025-08-13 02:37:00,Completed,Card,Mobile
516069,17663,2025-08-05 09:31:00,Completed,Card,Desktop
516070,10293,2025-07-02 05:15:00,Completed,Card,Tablet
516071,19670,2025-06-27 22:39:00,Completed,Card,Mobile
516072,6725,2025-10-24 06:14:00,Completed,Apple Pay,Mobile
516073,8851,2025-04-20 15:08:00,Completed,Google Pay,Mobile
516074,12424,2025-02-03 12:23:00,Completed,Card,Mobile
516075,13483,2025-12-27 01:24:00,Completed,Google Pay,Tablet
516076,12718,2025-12-08 02:48:00,Completed,Card,Mobile
516077,12378,2025-05-10 13:56:00,Completed,Card,Mobile
516078,2102,2025-06-06 10:34:00,Completed,Card,Mobile
516079,5777,2025-02-14 02:05:00,Completed,PayPal,Desktop
516080,2891,2025-11-01 03:08:00,Completed,Apple Pay,Mobile
516081,13959,2025-03-06 00:11:00,Completed,Google Pay,Desktop
516082,7917,2025-01-05 21:56:00,Completed,PayPal,Desktop
516083,5284,2025-12-10 07:59:00,Completed,Card,Mobile
516084,16625,2025-11-05 00:03:00,Completed,Card,Mobile
516085,16763,2025-12-24 12:07:00,Completed,Card,Desktop
516086,9154,2025-07-12 03:43:00,Completed,Card,Mobile
516087,11795,2025-12-20 06:17:00,Completed,Card,Mobile
516088,9656,2025-05-28 02:00:00,Completed,Card,Mobile
516089,2636,2025-05-11 20:03:00,Completed,Card,Mobile
516090,1431,2025-08-30 04:10:00,Completed,Apple Pay,Tablet
516091,8376,2025-10-12 19:23:00,Completed,Card,Mobile
516092,4509,2025-02-27 13:57:00,Completed,PayPal,Desktop
516093,6173,2025-11-10 11:47:00,Completed,Card,Desktop
516094,19700,2025-09-12 09:13:00,Completed,Card,Tablet
516095,16902,2025-02-07 20:18:00,Completed,Card,Mobile
516096,1039,2025-11-15 08:46:00,Completed,Google Pay,Tablet
516097,17132,2025-01-17 11:42:00,Completed,Google Pay,Mobile
516098,1760,2025-11-19 00:33:00,Completed,Apple Pay,Mobile
516099,10850,2025-05-19 15:30:00,Completed,Card,Mobile
516100,19548,2025-11-17 06:15:00,Completed,PayPal,Tablet
516101,6515,2025-08-03 05:17:00,Completed,PayPal,Mobile
516102,15468,2025-11-27 19:40:00,Completed,Card,Mobile
516103,16282,2025-11-17 07:14:00,Completed,Google Pay,Desktop
516104,10967,2025-01-19 12:21:00,Completed,PayPal,Tablet
516105,10694,2025-06-08 22:06:00,Completed,Card,Tablet
516106,1231,2025-02-18 21:00:00,Completed,Card,Desktop
516107,2868,2025-01-24 12:48:00,Completed,Card,Mobile
516108,5394,2025-04-28 12:17:00,Completed,Card,Mobile
516109,12816,2025-12-26 15:31:00,Completed,Card,Desktop
516110,9785,2025-12-27 16:32:00,Cancelled,Google Pay,Mobile
516111,13422,2025-08-26 02:55:00,Completed,Card,Mobile
516112,4243,2025-11-04 02:31:00,Completed,Card,Desktop
516113,15690,2025-01-06 22:19:00,Completed,PayPal,Mobile
516114,18383,2025-03-22 02:05:00,Completed,Apple Pay,Mobile
516115,1828,2025-08-13 13:44:00,Cancelled,PayPal,Mobile
516116,10314,2025-06-28 05:04:00,Completed,Card,Mobile
516117,15576,2025-12-17 02:53:00,Completed,PayPal,Desktop
516118,12024,2025-08-28 01:48:00,Completed,Google Pay,Mobile
516119,10857,2025-04-28 20:18:00,Completed,Google Pay,Desktop
516120,16040,2025-11-13 07:04:00,Completed,Card,Mobile
516121,795,2025-12-07 15:29:00,Completed,PayPal,Desktop
516122,802,2025-04-15 04:11:00,Completed,Card,Mobile
516123,11067,2025-08-26 08:42:00,Completed,Card,Mobile
516124,832,2025-09-13 11:30:00,Completed,Card,Mobile
516125,15878,2025-07-03 01:45:00,Completed,Card,Mobile
516126,10393,2025-11-12 22:10:00,Completed,PayPal,Mobile
516127,9792,2025-02-10 11:00:00,Completed,Card,Desktop
516128,3811,2025-10-23 09:01:00,Completed,Card,Mobile
516129,15812,2025-01-13 08:49:00,Completed,PayPal,Desktop
516130,17585,2025-03-12 17:15:00,Completed,Card,Mobile
516131,14978,2025-04-24 03:48:00,Completed,Card,Mobile
516132,644,2025-11-21 09:37:00,Completed,PayPal,Mobile
516133,14113,2025-08-29 11:32:00,Completed,,Mobile
516134,17935,2025-11-04 18:20:00,Completed,Card,Mobile
516135,7405,2025-08-23 06:21:00,Completed,Card,Desktop
516136,5604,2025-06-13 12:24:00,Completed,Card,Mobile
516137,15612,2025-03-26 09:17:00,Completed,Card,Mobile
516138,8670,2025-05-03 23:33:00,Completed,Card,Mobile
516139,3591,2025-09-30 11:04:00,Completed,Card,Desktop
516140,6995,2025-10-12 08:59:00,Completed,Google Pay,Desktop
516141,18538,2025-09-25 10:34:00,Completed,Apple Pay,Desktop
516142,12503,2025-04-18 05:44:00,Completed,Apple Pay,Desktop
516143,6492,2025-06-03 16:27:00,Completed,Card,Mobile
516144,6028,2025-02-13 01:37:00,Returned,Google Pay,Mobile
516145,19397,2025-07-29 01:44:00,Completed,PayPal,Mobile
516146,2128,2025-06-16 01:19:00,Returned,PayPal,Mobile
516147,4975,2025-12-12 03:32:00,Completed,Card,Mobile
516148,3253,2025-08-16 09:16:00,Completed,PayPal,Mobile
516149,13778,2025-03-03 10:25:00,Completed,Google Pay,Desktop
516150,5851,2025-11-08 15:36:00,Completed,Card,Desktop
516151,898,2025-03-29 07:39:00,Completed,PayPal,Mobile
516152,6780,2025-06-28 08:31:00,Completed,Card,Desktop
